State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State Name,TotalPop,Men,Women,VotingAgeCitizen,Employed,TractId,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
OK,57508.5,19.50561968,0.541822769,7.25,Tulsa,147420.8333,36.59430959,1.82971548,Tulsa County,4514.5,20338.5,0.050443137,0.01119672,0.061639857,Oklahoma,637123,310812,326311,440555,309735,40143006172,11.91,61.53,11.9,4.34,2.65,0.09,55204.17,29513.65,17.27,24.32,35.46,17.46,25.03,9.48,12.56,81.65,10.2,0.92,1.54,1.8,3.9,19.23,84.46,9.73,5.66,0.15,6.67,398121
OH,62943.5,18.98907815,0.527474393,9.3,Cleveland,84211.875,-22.19985977,-1.109992989,Cuyahoga County,6298.5,14831.5,0.039111256,0.016609213,0.055720469,Ohio,1257401,599033,658368,957130,587730,39035153359,5.78,51.59,37.47,0.16,2.5,0.02,48931.75,27743.21,22.37,30.5,35.18,21.72,23.63,5.41,14.05,76.15,8.13,7.45,3.23,1.41,3.62,24.67,83.35,12.53,4.02,0.09,11.49,390113
KS,76237,26.37833784,0.732731607,7.25,Wichita,149765.7917,,,Sedgwick County,,,,,,Kansas,510484,252399,258085,354496,244954,20173006744,15.34,65.82,10.55,0.67,3.98,0.03,54512.78,26716.39,17.11,22.43,33.53,18.36,23.38,10.66,14.07,83.57,8.99,0.79,1.76,1.74,3.15,18.36,83.02,11.84,4.99,0.14,6.29,386552
TX,69501.5,24.64076451,0.684465681,7.25,Arlington,246802.8333,90.32427299,4.51621365,Tarrant County,2206,10278,0.025534688,0.005480664,0.031015352,Texas,1983675,971142,1012533,1270469,974947,48439113204,29.36,47.88,15.65,0.27,4.4,0.18,65586.95,30351.79,15.13,20.54,34.43,17.07,24.67,10.08,13.76,81.58,10.84,0.72,1.35,1.29,4.23,26.44,83.09,10.88,5.88,0.15,5.67,379577
LA,55391,16.10763852,0.447434403,7.25,New Orleans,248546.3333,64.44828558,3.222414279,Orleans Parish,5215,17876,0.045396022,0.013243469,0.058639491,Louisiana,388182,185063,203119,297411,178016,22071022253,5.58,33.23,56.65,0.13,2.57,0.02,45130.13,30135.98,27.02,35.42,39.81,24.43,20.44,6.68,8.64,65.29,9.33,9.25,5.87,5.44,4.83,23.69,79.66,13.11,7.16,0.07,9.66,378715
CA,81426.5,31.42376272,0.872882298,14,Bakersfield,293225.0417,109.7941252,5.489706259,Kern County,2007,15619,0.04022768,0.00516915,0.045396829,California,878744,450393,428351,512066,335688,6029003383,50.18,37.97,5.19,0.5,3.69,0.13,52845.14,21928.95,23.37,31.14,25.49,18.99,20.88,21.56,13.07,78.31,12.83,0.92,1.58,3.06,3.29,23.47,76.19,16.83,6.75,0.23,11.27,363630
FL,60097,25.52712219,0.709086727,10,Tampa,288606.4583,115.2531741,5.762658707,Hillsborough County,2119,5561,0.013651651,0.005201915,0.018853566,Florida,1351087,658639,692448,937597,647075,12057037189,26.53,51.57,15.98,0.18,3.31,0.06,57040.08,29694.47,17.13,22.99,36.78,18.48,26.43,9.39,8.92,79.08,9.02,1.77,1.89,2.05,6.19,26.95,82.87,12.05,4.98,0.1,7.23,352957
HI,83399.5,29.67520369,0.824311214,10.1,Honolulu,747899.0833,120.4417264,6.022086318,Honolulu County,2234,27090,0.027498685,0.002267703,0.029766388,Hawaii,990060,498993,491067,707144,467165,15003062051,9.33,21.75,2.31,0.11,40.6,8.09,84995.84,35613.02,9.3,10.62,37.98,20.93,24.69,8.25,8.15,63.23,13.82,8.26,6.46,4.23,4,27.85,70.13,23.51,6.2,0.16,4.7,347884
CO,86321.5,19.56240955,0.543400265,12.56,Aurora,404556.25,96.57289043,4.828644521,Arapahoe County,3718,14180.5,0.03635248,0.009532473,0.045884954,Colorado,626612,309190,317422,426765,330548,8005045324,18.31,63.35,9.1,0.29,5.4,0.2,77864.5,38708.22,9.84,13.19,42.08,16.29,24.88,7.97,8.78,77.2,8.35,4.52,1.53,1.37,7.04,27.25,82.99,11.17,5.68,0.17,5.23,345803
CA,81426.5,31.42376272,0.872882298,14,Anaheim,695242.625,157.5773118,7.878865588,Orange County,1241,8865,0.025190885,0.00352644,0.028717325,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,345012
CA,81426.5,31.42376272,0.872882298,14,Santa Ana,632657.5417,179.2909603,8.964548017,Orange County,1429,6926,0.020792118,0.004289913,0.025082031,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,334227
CA,81426.5,31.42376272,0.872882298,14,Riverside,482311.2083,147.8442841,7.392214207,Riverside County,1491,9980,0.029847175,0.004459132,0.034306307,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,316619
TX,69501.5,24.64076451,0.684465681,7.25,Corpus Christi,182567.2917,,,Nueces County,2792,10375,0.031483471,0.008472468,0.039955938,Texas,358484,176836,181648,252113,165116,48355027264,63.47,29.45,4.09,0.23,1.84,0.06,55354.78,26632.15,16.45,23.14,28.63,22,24.28,13.3,11.77,82.15,10.12,1.64,2.28,1.67,2.15,19.27,77.8,14.83,7.07,0.3,6.38,316381
PA,73360.5,47.61021431,1.322505953,7.25,Pittsburgh,201148.5833,111.0684417,5.553422084,Allegheny County,,,,,,Pennsylvania,1229605,593177,636428,961881,622670,42003410564,2.04,74.99,17.04,0.08,3,0.02,56756.94,33222.93,15.37,21.11,42.37,19.05,23.51,5.97,9.09,68.13,8.69,11.74,5.28,1.61,4.53,26.51,86.29,8.79,4.83,0.09,6.95,305841
CA,81426.5,31.42376272,0.872882298,14,Stockton,354819.4167,121.1239849,6.056199245,San Joaquin County,4023,9391,0.029814497,0.012772199,0.042586696,California,724153,360247,363906,442154,296264,6077003646,43.48,33.43,6.67,0.24,12.19,0.47,55952.82,23414.97,19.36,25.38,24.78,19.85,22.88,15.27,17.22,76.78,14.36,1.45,1.86,1.71,3.85,30.53,79.54,13.99,6.32,0.15,10.96,298118
OH,62943.5,18.98907815,0.527474393,9.3,Cincinnati,192228.375,34.62364105,1.731182052,Hamilton County,2479,10030,0.032852071,0.008119669,0.04097174,Ohio,808703,389496,419207,600197,394387,39061015561,3.08,62.53,28.99,0.11,2.24,0.09,54602.76,31553.75,20.47,26.75,38.92,19.6,23.51,5.87,12.1,76.34,8.4,5.51,4.02,1.3,4.42,23.15,85.32,10.06,4.51,0.11,8.32,297517
OH,62943.5,18.98907815,0.527474393,9.3,Toledo,88775.41667,9.799312694,0.489965635,Lucas County,2908,7579,0.028076506,0.010772724,0.03884923,Ohio,433404,210162,223242,325814,197953,39095013261,7.3,62.14,25.73,0.23,1.43,0.02,44234.33,24287.91,24.64,31.9,29.44,22.34,22.14,6.96,19.12,81.27,8.6,2.8,2.94,1.83,2.56,20.48,84.17,11.06,4.63,0.14,11.13,282313
NC,63071.5,26.51571345,0.736547596,7.25,Greensboro,184486.9583,26.41647539,1.32082377,Guilford County,2666.5,10710,0.035656057,0.008877434,0.044533491,North Carolina,517197,245216,271981,371192,246145,37081022187,7.98,51.26,33.14,0.36,4.88,0.05,52892.22,28481.79,17.97,23.43,36.58,17.62,24.85,6.91,14.04,80.85,9.57,1.29,1.69,1.09,5.52,20.89,82.53,11.99,5.37,0.1,7.04,279639
NJ,89051,34.3871061,0.955197392,13,Newark,338361.0417,62.54033515,3.127016757,Essex County,1469,4432.5,0.015374358,0.005093645,0.020468003,New Jersey,800401,384515,415886,521054,371793,34013021215,21.86,26.58,44.85,0.16,4.25,0.02,64384.91,32328.09,19.15,25.6,34.63,22.2,23.76,6.98,12.44,59.63,7.86,23.52,4.58,1.19,3.21,35.02,79.71,15.35,4.8,0.14,11.93,278427
TX,69501.5,24.64076451,0.684465681,7.25,Plano,382560.7917,72.65370666,3.632685333,Collin County,457.5,4796.5,0.016390777,0.001563293,0.01795407,Texas,914075,448915,465160,584404,474671,48085031221,14.95,59.03,8.99,0.3,13.89,0.08,95178.67,42886.86,7.08,8.47,53.07,12.15,24.13,5.04,5.6,81.21,7,1.07,0.84,1.26,8.62,28.24,84.13,9.46,6.27,0.15,4.22,274409
NV,64180,17.0469945,0.473527625,9.75,Henderson,378919.3333,78.33958956,3.916979478,Clark County,772,5567,0.016500926,0.002288255,0.018789181,Nevada,2112436,1056002,1056434,1384810,982033,32003003703,30.82,45.01,10.54,0.42,8.93,0.64,57914.18,28399.72,15.14,21.04,26.66,29.36,25.7,8.28,10,77.56,9.96,4.26,2.05,2.38,3.79,24.41,84.44,10.27,5.2,0.1,8.73,270811
NE,76865.5,45.30698792,1.258527442,9,Lincoln,222976.4583,64.80475712,3.240237856,Lancaster County,1236,8004,0.027242281,0.004206829,0.03144911,Nebraska,306357,153788,152569,224251,166689,31109016224,7.2,81.07,4.35,0.6,4.2,0.07,61680.54,29697.88,15.47,17.74,40.16,17.48,23.71,7.54,11.08,80.76,8.7,1.35,3.9,2.06,3.24,18.45,77.71,17.96,4.19,0.15,3.97,268738
NY,72392.5,38.80352163,1.077875601,13.2,Buffalo,170572.6667,60.60779849,3.030389924,Erie County,2394,7755,0.030554472,0.00943229,0.039986762,New York,923995,447024,476971,707344,448392,36029021660,5.8,71.76,15.87,1.08,3.36,0.03,54057.36,29039.92,17.17,23.12,35.58,20.02,25.51,6.65,12.23,77.81,8.91,5.4,3.57,1.26,3.04,21.31,80.19,15.83,3.88,0.09,6.49,258959
NJ,89051,34.3871061,0.955197392,13,Jersey City,545275.2083,152.4921408,7.624607041,Hudson County,1167,3940,0.014965454,0.004432661,0.019398115,New Jersey,679756,337345,342411,398510,354105,34017016696,41.76,30.27,10.82,0.13,14.85,0.06,68442.78,36789.5,17.15,23.61,38.56,18.61,22.57,6.09,14.18,37.32,8.05,41.69,7.95,2.06,2.92,35.52,85.14,10.44,4.35,0.08,7.18,257342
CA,81426.5,31.42376272,0.872882298,14,Chula Vista,618400.625,132.0571933,6.602859665,San Diego County,893.5,3295.5,0.011897681,0.003225346,0.015123028,California,3283665,1651147,1632518,2207599,1536073,6073014114,33.23,47.5,4.68,0.37,10.43,0.38,75402.8,34856.11,13.41,16.07,40.1,20.1,23.09,8.08,8.64,76.05,8.87,3.28,2.52,2.25,7.02,25.85,77.07,14.65,8.09,0.19,7.25,256780
IN,70057.5,24.6279447,0.684109575,7.25,Fort Wayne,164496,,,Allen County,913.5,6134,0.022445715,0.003345595,0.02579131,Indiana,367747,179414,188333,260663,176365,18003027581,7.82,73.2,12.04,0.18,3.39,0.04,50342.65,24764.95,18.37,24.65,29.76,18.12,24.95,7.81,19.36,82.91,9.35,1.27,1.62,1.15,3.72,21.33,87.69,7.92,4.26,0.12,7.25,256496
FL,60097,25.52712219,0.709086727,10,Orlando,277447.1667,105.8684834,5.293424169,Orange County,2524,11158,0.03803479,0.008603675,0.046638465,Florida,1290216,633835,656381,878929,642687,12095020018,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08,255483
AZ,70520.5,40.35643342,1.121012039,12.8,Chandler,397922.5833,92.03386762,4.601693381,Maricopa County,536,4842,0.017785128,0.001968871,0.019754,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,249146
TX,69501.5,24.64076451,0.684465681,7.25,Laredo,167109.4962,,,Webb County,830,3500.5,0.013162029,0.003120487,0.016282516,Texas,269624,131657,137967,130541,102713,48479017342,96.29,2.98,0.19,0.07,0.35,0.01,38844.8,14936.23,34.76,46.38,21.04,26.97,26.85,11.47,13.66,78.32,13.75,1.47,2.33,1.63,2.51,22,77.36,14.9,7.52,0.22,6.1,248142
NC,63071.5,26.51571345,0.736547596,7.25,Durham,290653.6667,62.24006027,3.112003014,Durham County,2303.5,10162,0.035256353,0.007993224,0.043249577,North Carolina,300865,143946,156919,208438,154374,37063017833,13.38,41.3,37.74,0.21,4.74,0.04,56387.33,31353.32,19.66,23.9,46.56,18.79,19.17,7.23,8.25,72.03,10.87,5.17,4.28,2.19,5.48,22.51,79.3,16.2,4.4,0.1,6.36,245475
WI,70248,38.16464394,1.060128998,7.25,Madison,310481.9583,84.57329681,4.228664841,Dane County,831.5,7005,0.02649565,0.003144448,0.029640098,Wisconsin,522837,259686,263151,388117,297072,55025024566,6.3,79.93,5.15,0.23,5.64,0.03,69032.95,37363.44,13.89,12.4,50.1,15.53,20.89,5.43,8.06,71.24,7.93,6.16,5.97,3.79,4.9,20.82,74.01,21.38,4.49,0.12,3.91,243344
TX,69501.5,24.64076451,0.684465681,7.25,Lubbock,165603.4583,82.5050667,4.125253335,Lubbock County,2839,10264.5,0.038886663,0.010751947,0.049638609,Texas,298042,147080,150962,216218,145154,48303018681,34.35,54.6,7.24,0.3,1.9,0.08,51194.79,26229.75,20.63,22.45,33.96,20.75,25.54,9.85,9.9,79.9,12.74,0.94,2.21,1.48,2.74,16.98,78.17,15.62,6.08,0.13,5.1,239538
CA,81426.5,31.42376272,0.872882298,14,Irvine,976683.2083,156.8962972,7.844814862,Orange County,152,4452,0.014986417,0.000511666,0.015498083,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,236716
NC,63071.5,26.51571345,0.736547596,7.25,Winston-Salem,173407.125,31.76233398,1.588116699,Forsyth County,2875,10103,0.040412323,0.011500092,0.051912415,North Carolina,368362,174966,193396,262874,167780,37067002738,12.21,57.08,26.49,0.24,1.95,0.06,51672.2,28695.86,21.05,28.1,37.94,18.96,22.79,7.26,13.04,81.85,7.68,1.64,2.29,1.31,5.23,21.28,83.96,10.8,5.14,0.1,7.68,236441
AZ,70520.5,40.35643342,1.121012039,12.8,Glendale,296585.2083,84.8772709,4.243863545,Maricopa County,1123,6956,0.027228459,0.004395854,0.031624313,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,234632
TX,69501.5,24.64076451,0.684465681,7.25,Garland,232864.1667,99.48133187,4.974066593,Dallas County,612,5665,0.023851627,0.002576734,0.026428361,Texas,2552213,1257751,1294462,1473599,1252101,48113016322,38.36,32.8,20.92,0.18,5.76,0.04,62102.28,32992.27,17.72,25.54,33.43,17.86,23.81,11.88,13.02,77.83,11.08,3.19,1.51,2.04,4.36,26.95,84.34,8.8,6.7,0.17,5.97,234566
FL,60097,25.52712219,0.709086727,10,Hialeah,327742.25,144.4735124,7.223675621,Miami-Dade County,447,3851,0.016440754,0.00190834,0.018349094,Florida,2702602,1311997,1390605,1578079,1272735,12086028896,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47,233394
NV,64180,17.0469945,0.473527625,9.75,Reno,448017.4583,112.957058,5.647852899,Washoe County,1513,7513,0.028575341,0.005754624,0.034329965,Nevada,445551,224212,221339,315259,219548,32031063184,23,64.6,2.04,1.79,4.92,0.59,63571.16,32915.81,13.54,16.15,34.05,21.25,25.27,7.94,11.5,76.87,11.12,2.06,3.04,2,4.91,21.45,80.13,13.85,5.89,0.13,6.93,233294
AZ,70520.5,40.35643342,1.121012039,12.8,Gilbert,427886.4583,93.42180023,4.671090011,Maricopa County,304,2859,0.0107376,0.001140469,0.011878069,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,229972
LA,55391,16.10763852,0.447434403,7.25,Baton Rouge,196345.125,,,East Baton Rouge Parish,2364.5,10095,0.046163478,0.010817481,0.056980959,Louisiana,446167,214073,232094,330962,216397,22033013877,3.94,40.91,50.21,0.14,3.14,0.03,51121.3,28354.77,21.73,27.67,34.62,20.76,24.55,8.77,11.29,80.72,10.31,2.5,2.45,1.4,2.62,23.15,78.4,17.15,4.36,0.1,8.21,229426
TX,69501.5,24.64076451,0.684465681,7.25,Irving,264967.1667,76.90605403,3.845302702,Dallas County,807,5897,0.024398822,0.00333896,0.027737782,Texas,2552213,1257751,1294462,1473599,1252101,48113016322,38.36,32.8,20.92,0.18,5.76,0.04,62102.28,32992.27,17.72,25.54,33.43,17.86,23.81,11.88,13.02,77.83,11.08,3.19,1.51,2.04,4.36,26.95,84.34,8.8,6.7,0.17,5.97,228653
AZ,70520.5,40.35643342,1.121012039,12.8,Scottsdale,619355.1667,94.27805113,4.713902557,Maricopa County,498.5,5368.5,0.021178742,0.001965151,0.023143893,Arizona,4155501,2055464,2100037,2778337,1929015,4013299094,29.54,57.41,4.94,1.76,3.78,0.19,64354.89,30761.27,16.13,21.52,36.47,18.39,26.72,8.7,9.73,75.7,10.83,2.32,1.72,2.67,6.75,25.7,82.69,10.95,6.22,0.14,6.34,226918
NV,64180,17.0469945,0.473527625,9.75,North Las Vegas,306356.7083,69.05307785,3.452653892,Clark County,995,4412,0.016656788,0.003756461,0.020413248,Nevada,2112436,1056002,1056434,1384810,982033,32003003703,30.82,45.01,10.54,0.42,8.93,0.64,57914.18,28399.72,15.14,21.04,26.66,29.36,25.7,8.28,10,77.56,9.96,4.26,2.05,2.38,3.79,24.41,84.44,10.27,5.2,0.1,8.73,226877
CA,81426.5,31.42376272,0.872882298,14,Fremont,1220487.958,195.2925647,9.764628234,Alameda County,407,5722,0.023425954,0.001666264,0.025092218,California,1629615,799649,829966,1056116,826310,6001433308,21.68,33.9,11.72,0.31,26.84,0.77,91677,42258.87,11.91,13.3,48.03,16.27,20.26,6.24,9.2,60.58,10.22,15.16,4.01,3.88,6.14,32.14,78.6,13.66,7.61,0.14,6.26,224922
CA,81426.5,31.42376272,0.872882298,14,San Bernardino,353595.2917,175.100946,8.755047298,San Bernardino County,3033,6059,0.028003605,0.014017979,0.042021584,California,2121220,1055170,1066050,1332784,869658,6071013381,51.5,31.83,7.36,0.42,6.12,0.3,59249.72,23053.46,18.85,24.98,27.23,19.68,25.14,10.61,17.34,78.48,11.9,1.55,1.8,1.31,4.97,30.52,76.87,16.12,6.86,0.15,10.26,213708
AL,57086,38.1439473,1.059554092,7.25,Birmingham,83046,-15.95025412,-0.797512706,Jefferson County,,,,,,Alabama,659460,312333,347127,491022,300739,1073009099,3.87,44.63,48.53,0.19,1.23,0.02,50232.17,27487.03,20.42,29.24,34,19.65,25.08,7.68,13.58,82.45,10.62,1.49,1.73,1.19,2.51,23.4,82.07,13.26,4.51,0.17,9.1,212113
WA,86402.5,40.24041857,1.117789405,14.49,Spokane,313808.125,106.6347301,5.331736505,Spokane County,1397.5,11100,0.049678362,0.006254746,0.055933108,Washington,490764,243266,247498,369260,221595,53063008199,5.53,85.06,1.69,1.23,2.12,0.46,52862.2,27856.01,16.18,19.6,34.92,19.42,25.47,8.24,11.94,78.54,9.02,2.96,2.91,1.69,4.88,21.26,78.59,15.65,5.62,0.14,6.39,210721
IA,72229.5,41.49822122,1.152728367,7.25,Des Moines,162023.7083,62.88553032,3.144276516,Polk County,1428.5,7581,0.035377339,0.006667809,0.042045148,Iowa,467235,229864,237371,328736,250105,19153006233,9.36,75.81,7.23,0.21,4.51,0.07,62597.7,32286.61,13.01,17.96,36.36,17.77,25.38,8.13,12.35,82.32,9.16,1.69,1.95,1.17,3.72,19.05,84.38,11.09,4.45,0.07,5.17,207510
CA,81426.5,31.42376272,0.872882298,14,Modesto,356951.75,109.8505728,5.492528639,Stanislaus County,1603,5340,0.024658293,0.007402106,0.032060399,California,535684,264824,270860,331295,219505,6099001949,45.56,43.72,2.46,0.43,4.74,0.5,53850.29,23548.38,18.23,23.47,25.54,18.09,23.32,15.71,17.33,79.62,11.36,0.83,1.8,1.82,4.57,27.58,79.94,13.17,6.69,0.2,12.29,204933
NC,63071.5,26.51571345,0.736547596,7.25,Fayetteville,141415.4583,22.74005725,1.137002862,Cumberland County,2050,6634,0.031286639,0.009667991,0.04095463,North Carolina,332766,165787,166979,241963,123968,37051031241,11.42,44.63,35.54,1.23,2.32,0.22,44353.02,22941.06,20.07,30.43,31.83,21.35,25.79,8.91,12.11,77.81,9.76,0.93,6.8,1.17,3.53,19.7,69.38,26.03,4.4,0.19,11.53,204408
WA,86402.5,40.24041857,1.117789405,14.49,Tacoma,403965.5,118.1398485,5.906992427,Pierce County,2241,13542,0.061197192,0.010123985,0.071321177,Washington,845193,420170,425023,610627,383286,53053125233,10.48,67.89,6.45,1.01,6,1.44,66537.23,31182.19,12.84,16.24,33.61,18.32,24.15,10.6,13.31,78.55,9.46,3.66,2.28,1.45,4.62,31.22,75.93,19.34,4.61,0.12,7.01,203446
CA,81426.5,31.42376272,0.872882298,14,Oxnard,568330.2386,126.4269902,6.32134951,Ventura County,743,4323,0.020579442,0.003537017,0.02411646,California,847834,419536,428298,551510,410179,6111016146,40.36,48.16,1.68,0.32,6.54,0.16,85119.57,36721.42,10.4,13.03,37.72,17.09,23.28,11.87,10.04,77.76,11.3,1.25,2.05,1.51,6.14,26.56,77.35,13.75,8.73,0.16,6.56,203007
CA,81426.5,31.42376272,0.872882298,14,Fontana,471984.7917,160.5667896,8.028339478,San Bernardino County,666,2504,0.011562989,0.00307546,0.014638449,California,2121220,1055170,1066050,1332784,869658,6071013381,51.5,31.83,7.36,0.42,6.12,0.3,59249.72,23053.46,18.85,24.98,27.23,19.68,25.14,10.61,17.34,78.48,11.9,1.55,1.8,1.31,4.97,30.52,76.87,16.12,6.86,0.15,10.26,203003
GA,61765,20.57139413,0.571427615,7.25,Columbus,120762.7083,-8.769303413,-0.438465171,Muscogee County,,,,,,Georgia,198647,97309,101338,144186,79022,13215006362,7.16,36.8,50.37,0.3,1.73,0.09,40637.29,22242.3,27.61,38.44,28.84,22.64,25.82,7.8,14.91,78.66,11.45,2.21,1.95,2.79,2.92,19.18,76.89,18.88,4.13,0.1,12.13,202824
AL,57086,38.1439473,1.059554092,7.25,Montgomery,105625.5833,1.282026287,0.064101314,Montgomery County,,,,,,Alabama,227120,107470,119650,167305,100874,1101003584,3.49,34.3,58.46,0.12,1.96,0.02,49114.06,25698.72,22.12,31.93,34.39,20.55,23.85,5.86,15.35,82.59,9.94,1.04,2.08,0.76,3.6,20.29,73,22.53,4.34,0.14,8.52,201332
CA,81426.5,31.42376272,0.872882298,14,Moreno Valley,402829.6667,150.831863,7.54159315,Riverside County,833,5126,0.023813395,0.003869793,0.027683188,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,201175
LA,55391,16.10763852,0.447434403,7.25,Shreveport,119222.4583,,,Caddo Parish,1713,8907,0.047993405,0.009230123,0.057223527,Louisiana,251069,119235,131834,187462,105583,22017038275,2.78,42.29,51.83,0.31,1.1,0.03,41003.14,24195.84,26.21,36.56,30.29,24.29,23.7,8.75,12.98,83.28,8.37,2.98,1.71,1.29,2.37,20.46,80.73,13.97,5.15,0.14,7.81,200327
IL,78529,33.27867744,0.924407707,12,Aurora,206638.7083,39.61450224,1.980725112,Kane County,,,,,,Illinois,529402,263392,266010,334189,262971,17089852394,34.01,55.11,5.77,0.08,3.52,0.03,73816.77,32113.5,11.4,15.95,32,17.41,24.72,7.84,18.04,80.25,9.84,2.51,1.52,1.46,4.41,28.1,86.95,9.3,3.62,0.13,6.68,199963
NY,72392.5,38.80352163,1.077875601,13.2,Yonkers,575204.5833,88.97446393,4.448723197,Westchester County,591.5,1824.5,0.009094068,0.002948242,0.01204231,New York,975321,471874,503447,642976,479696,36119029470,22.97,53.89,14.95,0.15,5.9,0.01,100189.42,50934.48,9.9,11.76,46.74,18.67,21.81,6.59,6.19,57.23,7.99,22.72,5.31,1.47,5.28,34.15,79.41,13.76,6.68,0.14,6.53,199766
OH,62943.5,18.98907815,0.527474393,9.3,Akron,92583.5,-10.60042017,-0.530021008,Summit County,1715,6723.5,0.034199739,0.008723092,0.042922831,Ohio,541318,262534,278784,412765,264003,39153518249,2.01,74.22,17.91,0.19,2.67,0.02,55172.12,28946.33,16.93,22.16,34.23,18.95,26.13,6.39,14.29,83.56,8.01,2.79,1.72,0.63,3.29,22.59,85.51,10.25,4.16,0.09,7.94,198100
CA,81426.5,31.42376272,0.872882298,14,Huntington Beach,968959.25,146.9252156,7.346260779,Orange County,493,3928,0.019627438,0.002463423,0.022090862,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,197575
AR,51966,48.05830217,1.334952838,11,Little Rock,164077.0417,48.67244605,2.433622302,Pulaski County,3874,10118.5,0.051106585,0.019566683,0.070673268,Arkansas,392848,188310,204538,287896,182512,5119003283,5.97,49.86,39.58,0.2,1.79,0.03,50102.21,28252.27,19.26,26.34,37.27,19.01,25.17,7.27,11.29,81.83,10.16,1.83,1.54,1.42,3.2,20.26,75.67,19.53,4.55,0.26,6.99,197357
TX,69501.5,24.64076451,0.684465681,7.25,Amarillo,152840.375,,,Randall County,1588.5,7070,0.035279299,0.00792667,0.043205969,Texas,130552,64149,66403,95349,68640,48381021271,19.99,72.77,3.29,0.37,1.5,0.06,66412.86,33024.66,9.68,10.62,36.52,17.56,26.76,9.09,10.08,84.5,9.71,0.44,1.2,0.96,3.17,18.57,75.53,16.03,8.33,0.08,3.69,196429
CA,81426.5,31.42376272,0.872882298,14,Glendale,962074.625,198.8474462,9.942372309,Los Angeles County,206,3197,0.015971584,0.001029136,0.017000719,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,196021
